round,loss,accuracy,asr,macro_class_accuracy,worst_class_accuracy,local_loss,selected_clients,aggregated_clients,excluded_clients,attacked_client_rounds,poisoned_examples,aggregation_seconds,round_seconds,mean_method_weight,tp,fp,fn,tn,precision,recall,f1,fpr,mean_detection_round
72,0.06459994950294494,0.979,0.0015,0.9788665179006164,0.9609856262833676,0.16539419518744886,60,60,40,0,0,0.005532400000447524,58.53553060000013,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
73,0.06319357581138611,0.9795,0.0016,0.9793877740821669,0.9620123203285421,0.16218547963821847,60,60,40,0,0,0.00875380000070436,58.876868999999715,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
74,0.06282015361785889,0.9798,0.0016,0.9796888967923556,0.9630390143737166,0.1625956854663996,60,60,40,0,0,0.007017100000666687,58.80606850000004,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
75,0.06305843172073364,0.9793,0.0016,0.9791888864821496,0.9630390143737166,0.1625064619521921,60,60,40,0,0,0.007212200000140001,58.581966300000204,0.016666666666666663,40,0,0,60,1.0,1.0,1.0,0.0,7.0
76,0.06328042869567871,0.979,0.0015,0.9788582463729053,0.9589322381930184,0.1605271127007695,60,60,40,0,0,0.008293200000480283,58.78184130000045,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
77,0.0624151798248291,0.9802,0.0014,0.9801098590728842,0.9620123203285421,0.15986745174767242,60,60,40,0,0,0.005827400000271155,58.56158390000019,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
78,0.06293962893486023,0.9799,0.0016,0.9797812842290563,0.9630390143737166,0.1574082554514623,60,60,40,0,0,0.005804700000226148,59.04036780000024,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
79,0.06239466094970703,0.9799,0.0016,0.979770082234609,0.9620123203285421,0.15717515532936283,60,60,40,0,0,0.0051616000000649365,58.61748439999974,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
80,0.0607855486869812,0.9803,0.0015,0.9801622703211551,0.9650924024640657,0.16109830098692327,60,60,40,0,0,0.0053275999998732,58.659278000000995,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
81,0.06092393908500671,0.9805,0.0015,0.9803602263709349,0.9661190965092402,0.15356411161237501,60,60,40,0,0,0.007542400000602356,58.59672490000048,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
82,0.060421157169342044,0.9803,0.0015,0.9801822122542122,0.9650924024640657,0.15781271615376072,60,60,40,0,0,0.005814599999212078,58.3315492999991,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
83,0.060481528902053834,0.9806,0.0015,0.9804734040024805,0.9661190965092402,0.15729066409248238,60,60,40,0,0,0.00755129999924975,58.57673950000026,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
84,0.06147243609428406,0.9802,0.0015,0.9800582066799601,0.9630390143737166,0.1522446338966903,60,60,40,0,0,0.006630199999563047,58.33990989999984,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
85,0.06026998677253723,0.9809,0.0014,0.9807635252719924,0.9640657084188912,0.15587804025944527,60,60,40,0,0,0.0057328000002598856,58.13176100000055,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
86,0.05986380228996277,0.9809,0.0014,0.9807721665520885,0.9650924024640657,0.15739390919683505,60,60,40,0,0,0.007995400001163944,60.3375288999996,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
87,0.06018938007354736,0.9809,0.0015,0.9807800641549818,0.9661190965092402,0.15172665171558036,60,60,40,0,0,0.006214699998963624,58.28554509999958,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
88,0.060080092239379886,0.9806,0.0016,0.9804726574237266,0.9650924024640657,0.15364055120567274,60,60,40,0,0,0.009328999998615473,58.23519900000065,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
89,0.059024999904632565,0.981,0.0015,0.9808761709538553,0.9661190965092402,0.14975938169751318,60,60,40,0,0,0.005523100000573322,58.55618809999942,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
90,0.059106569290161136,0.981,0.0015,0.9808909986600115,0.9650924024640657,0.1486922951435877,60,60,40,0,0,0.008619100000942126,58.429850200000146,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
91,0.058985906171798705,0.9812,0.0015,0.9811074983416089,0.9663032705649157,0.14785169878276067,60,60,40,0,0,0.00525990000096499,58.37360020000051,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
92,0.05856147241592407,0.9819,0.0015,0.9817764790697986,0.9672943508424182,0.14877788976015938,60,60,40,0,0,0.005639999999402789,58.306587499999296,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
93,0.05826456503868103,0.9814,0.0015,0.9812786174545851,0.9671457905544147,0.15144226174685174,60,60,40,0,0,0.007765099999232916,58.7639010999992,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
94,0.05840235028266907,0.9819,0.0015,0.9818007859589425,0.9682854311199207,0.14782043737721526,60,60,40,0,0,0.008915000000342843,58.52239349999945,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
95,0.058421046018600466,0.9814,0.0015,0.9812777810439576,0.9661190965092402,0.14952083153857124,60,60,40,0,0,0.007589200000438723,58.563019399998666,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
96,0.0581007043838501,0.9812,0.0015,0.9810933599980023,0.9671457905544147,0.14830763428316765,60,60,40,0,0,0.011534100000062608,58.40138769999976,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
97,0.057815487384796145,0.9814,0.0015,0.9812891640371916,0.9671457905544147,0.1452740595474218,60,60,40,0,0,0.0062111999995977385,58.223151099999086,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
98,0.05811815237998962,0.9819,0.0015,0.9818046447364978,0.9681724845995893,0.14432417154415614,60,60,40,0,0,0.0056137999999918975,58.4497453999993,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
99,0.05780719225406647,0.9815,0.0016,0.981390778854953,0.9661190965092402,0.14458199184853582,60,60,40,0,0,0.007208899998659035,58.72005050000007,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
100,0.05721251466274262,0.9824,0.0015,0.9822925605052767,0.9671457905544147,0.1419496129078066,60,60,40,0,0,0.006858199998532655,60.37345289999939,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
101,0.05713143310546875,0.9814,0.0015,0.9812808119592941,0.9661190965092402,0.1460159334703349,60,60,40,0,0,0.008331600000019534,60.092812500000946,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
102,0.05705238962173462,0.9817,0.0015,0.9816096499204436,0.9661190965092402,0.14530958483758794,60,60,40,0,0,0.006680300000880379,60.510685100000046,0.016666666666666663,40,0,0,60,1.0,1.0,1.0,0.0,7.0
103,0.05678729057312012,0.9821,0.0014,0.9819913019448128,0.9681724845995893,0.1432547882752907,60,60,40,0,0,0.00943590000133554,47.77045840000028,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
104,0.05676988067626953,0.9822,0.0014,0.9820829931390422,0.9681724845995893,0.1416468426352367,60,60,40,0,0,0.005444799999168026,61.81785909999962,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
