round,loss,accuracy,asr,macro_class_accuracy,worst_class_accuracy,local_loss,selected_clients,aggregated_clients,excluded_clients,attacked_client_rounds,poisoned_examples,aggregation_seconds,round_seconds,mean_method_weight,tp,fp,fn,tn,precision,recall,f1,fpr,mean_detection_round
83,1.6631430236816407,0.0124,0.969,0.01267230015015135,0.0,0.4590198942820232,100,100,0,40,23960,0.009090200001082849,95.27436379999926,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
84,0.11621228580474853,0.9791,0.0036,0.9790787197018016,0.9603567888999008,0.3925783763841415,100,100,0,40,23960,0.01242160000037984,95.38370790000045,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
85,1.670502392578125,0.0142,0.9674,0.014460256144798112,0.0,0.4536480149539808,100,100,0,40,23960,0.01203229999737232,95.52518050000072,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
86,0.11690887947082519,0.979,0.0037,0.9789607617228177,0.9593657086223984,0.39034425983422755,100,100,0,40,23960,0.012503599999035941,94.98458540000138,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
87,1.669187530517578,0.0093,0.9721,0.009479137709302612,0.0,0.45277775230817496,100,100,0,40,23960,0.0130408000004536,95.22183790000054,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
88,0.11633932666778564,0.9793,0.0033,0.9792673200959878,0.9593657086223984,0.3866124350726604,100,100,0,40,23960,0.014164200001687277,95.14728240000113,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
89,1.636826513671875,0.0109,0.971,0.011120585244266071,0.0,0.4512438647374511,100,100,0,40,23960,0.013928100001066923,95.38080419999824,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
90,0.11601535415649414,0.979,0.0038,0.9789787697431656,0.9573835480673935,0.38326763706405964,100,100,0,40,23960,0.013920400000642985,95.19096320000244,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
91,1.6648649139404297,0.0126,0.9696,0.012869549331627364,0.0,0.44503895940072835,100,100,0,40,23960,0.009576199998264201,94.95256919999883,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
92,0.11396759548187256,0.9803,0.0029,0.9802793420613123,0.9593657086223984,0.38469850663902855,100,100,0,40,23960,0.012221600001794286,94.61951020000197,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
